row_index,title,cleaned_text,skills_technical,skills_soft,skills_tool,skills_domain,skills_certification,all_skills,skill_count
7740,Back End Developer for Ohm Technologies,back end developer ohm technologies project : team music lovers dedicated lives designing creating musical tools joining team may join many projects connected music main one currently alpange alpange ,,,,,,,0
7741,"Backend developer for Python eBay SDK, GraphQl, Graphene-Python, Django",backend developer python ebay sdk graphql graphene python django setup backend based python could one python 's cms like django setup ebay python sdk write custom business logic extensive use graphql ,Python; GraphQL; Graphene; Django,,,,,Python; GraphQL; Graphene; Django,4
7742,Backend Developer for SAAS k8s environment,backend developer saas ks environment looking get ground floor company revolutionizing kubernetes space company building solutions greatly simplify companies manage optimize ks ecosystems private beta,Kubernetes,,,,,Kubernetes,1
7743,Backend Developer for the Corporate Digital Platform,backend developer corporate digital platform platform offers digital solutions make financial management corporate customers austria much easier efficient design new approaches methods best customer e,Java; Spring Boot; Microservices; AWS; Angular; PostgreSQL,,Ping ID; FlywayDB; Protractor,,,Java; Spring Boot; Microservices; AWS; Angular; Ping ID; FlywayDB; PostgreSQL; Protractor,9
7744,Back End Developer for the World Leader company,back end developer world leader company general position info : permanent contract probation period months staffing full time position work schedule : benefits package decided company along way non te,,,,,,,0
7745,Back End Developer for Zerto,back end developer zerto zerto award winning cloud continuity platform : trade_mark : protects thousands enterprises worldwide simplest reliable business continuity disaster recovery software solution,,,,,,,0
7746,Backend developer / Full stack developer,backend developer full stack developer joining small highly skilled development team consisting backend frontend mobile application developers although developer primary development role help work nee,,,,,,,0
7747,Back-end Developer (Go Golang),back end developer go golang project : client fast growing dynamic company provides world 's first true zero trust solution unique architecture enterprise solution ensures sensitive data assets remain,Go,,,,,Go,1
7748,Backend developer (GOLANG),backend developer golang project consists approximately platform pages evolving iot enterprise currently developing iot platform requirement integral progress platform 's backend built using golang de,Golang; Vue; React,,Figma,,,Golang; Vue; React; Figma,4
7749,Back-end Developer (Golang),back end developer golang responsibilities : building scaling infrastructure billing systems connection payment systems work logic writing payments web subscriptions requirements : good knowledge gola,Golang; Postgres; Docker; Kubernetes; Kafka; AWS,,,,,Golang; Postgres; Docker; Kubernetes; Kafka; AWS,6
7750,Back-end Developer (Golang),back end developer golang company innovative sustainable tech platform provides swift door door transportation new status quo recognized linkedin top startup work two times row one wants make social i,Golang,,,,,Golang,1
7751,Backend Developer (Golang),backend developer golang project client austrian e commerce software company developing platform different shop systems marketplaces manage logistical financial processes create necessary invoices doc,Golang; Java; Flutter,Agile workflows,,,,Golang; Java; Flutter; Agile workflows,4
7752,Backend Developer (Golang),backend developer golang currently socialtech eight projects millions users around world strong team professionals deep expertise ambitious goals aimed growing business goal next five years successful,Golang,,,,,Golang,1
7753,Backend Developer (Golang),backend developer golang projects focus group customer identity management cidm system used across multiple divisions responsibilities creation development microservices participation agile software d,Golang; Node JS; Express JS; Test-driven development,,,,,Golang; Node JS; Express JS; Test-driven development,4
7754,Backend Developer (Golang),backend developer golang looking engineer ready develop hard skills go microservice architecture collaboration product team future colleague good communication skills build partnership teammates impor,Golang; Microservice architecture,,,,,Golang; Microservice architecture,2
7755,Backend Developer (Golang),backend developer golang seeking dedicated senior backend engineer join rapidly growing consulting team role opportunity work high profile projects cutting edge software industry company : global manu,Golang,,,,,Golang,1
7756,Backend Developer (Golang),backend developer golang responsible : implement new features improve bugfix existing code create unit integration tests verify functionality write update documentation best practices backend stack sk,Golang; Object-oriented programming; REST APIs; GraphQL APIs,,,,,Golang; Object-oriented programming; REST APIs; GraphQL APIs,4
7757,Backend Developer Golang,backend developer golang looking backend developer help us add new restful endpoints use golang primary api language api consists couple dozens containerized microservices value automated tests clean ,Golang; Microservices; Unit tests; Integration tests,,,,,Golang; Microservices; Unit tests; Integration tests,4
7758,Back End Developer (Golang),back end developer golang required skills : passion programming high attention detail responsibility ownership one actions years experience backend development years experience golang backend developm,Golang; Cloud infrastructures; Microservices,,,,,Golang; Cloud infrastructures; Microservices,3
7759,Backend Developer (Golang) for Estonian product company,backend developer golang estonian product company : check_mark : company creates e voting technologies services make elections verifiable transparent us department defense approved vendor founding mem,Golang,,,E-voting technologies,,Golang; E-voting technologies,2
7760,Backend developer (Golang) for payment company that services logistics industry,backend developer golang payment company services logistics industry remote worldwide ua working time steps offer : pm call h call tl optional call potential teammates company venture backed startup b,Golang,,,,,Golang,1
7761,Backend Developer (Golang/Java),backend developer golang java ecosystem built decentralized network utilizing latest blockchain technology thus providing high level data security complete traceability simplified process pathways loc,Golang; Java; Blockchain; Artificial intelligence; Machine learning,,,,,Golang; Java; Blockchain; Artificial intelligence; Machine learning,5
7762,Backend Developer (Golang /Ruby /Python /Java /C#) Poland,backend developer golang ruby python java c poland gett ground transportation solution mission organize best mobility providers one global platform optimizing entire experience booking riding invoicin,Golang; Ruby; Python; Java; C,,,,,Golang; Ruby; Python; Java; C,5
7763,Back-end developer (GraphGL),back end developer graphgl us : leader android pos solutions growing rapidly european market founded hs soft successfully developed market leader field software cash register systems bakery pastry con,GraphGL,,,,,GraphGL,1
7764,Backend Developer      Hedgewiz,backend developer hedgewiz sd solutions staffing company operating globally contact us get details benefits offer looking analytical results driven back end developer work team members troubleshoot im,,,,,,,0
7765,Backend Developer (Helsinki),backend developer helsinki client playstack looking experienced passionate back end developer join team hear helsinki part developing underlying technology includes intelligent matchmaking countless i,,,,,,,0
7766,Backend Developer. High Frequency Trading and Stat Arb,backend developer high frequency trading stat arb true alpha privately held australian company developing high frequency market making trading strategies various markets trading strategies hoping assi,,,,Stat arb,,Stat arb,1
7767,Backend Developer (In-house),backend developer house expect strong knowledge javascript knowledge one relational database postgres mysql experience writing unit functional tests understanding ci cd systems understanding twelve fa,Javascript; Postgres; MySQL; Typescript; Flowjs; JSON; API; GraphQL,,Docker,,,Javascript; Postgres; MySQL; Typescript; Flowjs; JSON; API; GraphQL; Docker,9
7768,Back end developer (in office) - Java,back end developer office java young company based kyiv builds bb software solutions looking back end developers experience following technologies : backend : java spring boot spring mvc spring jpa sp,Java; Spring Boot; Spring MVC; Spring JPA; Spring Security; Oauth; Firebase Auth; Postgresql; Swagger; Junit; Vue.js,,,,,Java; Spring Boot; Spring MVC; Spring JPA; Spring Security; Oauth; Firebase Auth; Postgresql; Swagger; Junit; Vue.js,11
7769,Backend Developer in Product Company,backend developer product company program ace looking experienced motivated backend developer friendly product company inviting like minded person become invaluable part team skills qualifications : y,PHP; PHP Laravel; Symfony; Zend; OOP; Design patterns; REST; JSON; Javascript; Vue.js; HTML; CSS; MySQL,,,,,PHP; PHP Laravel; Symfony; Zend; OOP; Design patterns; REST; JSON; Javascript; Vue.js; HTML; CSS; MySQL,13
7770,Backend Developer (IntellectoKids),backend developer intellectokids flyer one ventures venture capital fund made entrepreneurs unparalleled track record practical experience building large international digital businesses ukraine inves,,,,venture capital,,venture capital,1
7771,Back-End Developer (in the office),back end developer office uapp team needs junior junior back end developer skills : back end development experience web applications experience java excellent skills oop springboot ioc mvc security kn,Java; SQL; JPA; Hibernate; Kotlin; SpringBoot; MVC; IOC; REST APIs; algorithms,,,,,Java; SQL; JPA; Hibernate; Kotlin; SpringBoot; MVC; IOC; REST APIs; algorithms,10
7772,Back-end developer (Java),back end developer java client provides leading edge tools technologies software services global construction sector proud heritage built years worldwide reputation pioneering products exceptional ser,Java,Agile,,,,Java; Agile,2
7773,Backend developer Java,backend developer java customer leading metadata component provider major databases big data data modeling data integration business intelligence metadata management software vendors technical must sk,Java; Oracle; MySQL,,,data modeling; data integration; business intelligence; metadata management,,Java; Oracle; MySQL; data modeling; data integration; business intelligence; metadata management,7
7774,Back-end Developer (Java),back end developer java provectus obsessed technologies impact future whole humanity imagine : ai curing eye diseases ml making factories safe workers preventing pandemic spreading etc future products,Java; AI; ML; cloud services,,,data engineering,,Java; AI; ML; cloud services; data engineering,5
7775,Back-end Developer (Java),back end developer java skills back end development experience practical experience good knowledge java concurrency experience tcp http ws strong knowledge java spring framework spring boot mvc webflu,Java; Java Spring Framework; Spring Boot; MVC; WebFlux; Kafka; SQL; microservices; serverless,,,,,Java; Java Spring Framework; Spring Boot; MVC; WebFlux; Kafka; SQL; microservices; serverless,9
7776,Back-end Developer (Java),back end developer java expect : knowledge experience java spring framework experience springboot intermediate english higher possibility communicate language : design implementation new features opti,Java; Spring Framework; SpringBoot,,,,,Java; Spring Framework; SpringBoot,3
7777,Backend Developer (Java),backend developer java kyivstar tech looking backend developer join product development team role advantages working product team versatile projects plenty independence chance influence direction deve,Java; Spring; microservices architecture; event sourcing; CQRS; RESTful services,,,,,Java; Spring; microservices architecture; event sourcing; CQRS; RESTful services,6
7778,Backend Developer (Java),backend developer java looking senior java developer k remote join product company data virtuality product enables data teams mid sized companies employees access manage automate data various sources ,Java,,,data virtuality; data analysis; BI,,Java; data virtuality; data analysis; BI,4
7779,Backend Developer (Java),backend developer java client team determined challenge status quo make financial inclusion count millions banked individuals small business owners making finance simple useful product suite led credi,Java,,,financial inclusion,,Java; financial inclusion,2
7780,Backend Developer (Java),backend developer java responsibilities : design implement server features support crazylabs publishing capabilities operations design develop internal facing processes dashboards accountability scala,Java,,,,,Java,1
7781,Backend Developer (Java),backend developer java client one largest financial institutions kingdom saudi arabia middle east established bank aims innovative trusted financial solutions partner clients bank provides comprehensi,,,,,,,0
7782,Backend Developer (Java),backend developer java primary focus development server side logic definition maintenance central database ensuring high performance responsiveness requests frontend like good challenge looking place ,,,,,,,0
7783,Back-End Developer (Java),back end developer java job description hard skills : professional proficiency java higher spring boot scripting experience cloud native software stacks execution environments kubernetes dockers stron,Java; Spring Boot; Kubernetes; SQL; Code reviews; Unit testing; Regression testing,,Docker,,,Java; Spring Boot; Kubernetes; Docker; SQL; Code reviews; Unit testing; Regression testing,8
7784,Back-End Developer (Java),back end developer java requirements : least years experience java development experience client server architecture experience relational databases familiarity multithreading spring jpa rest apis git,Java; Client-server architecture; Relational databases; Multithreading; Spring; JPA; REST APIs; Microservices; AWS,,Git,,,Java; Client-server architecture; Relational databases; Multithreading; Spring; JPA; REST APIs; Git; Microservices; AWS,10
7785,Back-End Developer (Java),back end developer java responsibilities taking part designing implementing essential applications making considerable input throughout development lifecycle assist developing implementing scalable la,,,,,,,0
7786,Back-end developer Java (B),back end developer java b project : unique srm system module based easily adapted clients needs main goal focus old solutions analyze describe ways improvements build existing systems new solution cli,,,,,,,0
7787,Back End Developer (Java) for new payment system,back end developer java new payment system dear developer would like present back end developer fintech position kyiv ukraine employment type : office kyiv unit city key accountabilities looking exper,,,,Core banking solutions,,Core banking solutions,1
7788,Backend Developer (Java) for The cloud observability platform,backend developer java cloud observability platform remote full time eu tech stack : opensearch kotlin grafana jvm ecosystem elk kafka docker ks prometheus steps job offer company currently building a,Java; OpenSearch; Kotlin; JVM; ELK; Kafka; KS; Prometheus,,Grafana; Docker,,,Java; OpenSearch; Kotlin; Grafana; JVM; ELK; Kafka; Docker; KS; Prometheus,10
7789,Back End Developer (Java/Go),back end developer java go nortal looking experienced back end developer long term full time employment client : client tui uk global business people board great history challenging plans building dig,Java; Go,,,,,Java; Go,2
7790,Backend Developer (Java/Kotlin),backend developer java kotlin company quantum global technology partner helping companies solve data challenges advance emerging technologies outside box solutions powered ai machine learning computer,Java; Kotlin; AI; Machine learning; Computer vision; GIS; Blockchain; MLOps,,,,,Java; Kotlin; AI; Machine learning; Computer vision; GIS; Blockchain; MLOps,8
7791,Backend Developer Java/Kotlin,backend developer java kotlin right got : micromanagement working playing hard every team player opportunity influence product requirements : years experience development reliable maintainable backend,Java; Kotlin; Postgres; MySQL; REST APIs; Algorithms; Data structures,,,,,Java; Kotlin; Postgres; MySQL; REST APIs; Algorithms; Data structures,7
7792,Backend Developer Java Kotlin ( relocation to Austria),backend developer java kotlin relocation austria behalf client scalors gmbh looking backend developer w join client 's team klagenfurt role fluent java kotlin blue docker whale swimming aquarium sprin,Java; Kotlin; Docker; Spring Boot; Postgresql,,,,,Java; Kotlin; Docker; Spring Boot; Postgresql,5
7793,Backend Developer Java + NFT,backend developer java nft looking engineer skills : experience java experience nft years commercial experience english level upper intermediate highly responsible person good communication skills tea,Java,,,NFT,,Java; NFT,2
7794,Backend Developer (Java/NodeJS),backend developer java nodejs requirements : backend development preferred node js java years experience microservice rest api development git workflows unit testing reactive design async design patte,Java; Node.js; Microservice; REST API; Unit testing; Reactive design; Async design patterns; SQL; NoSQL; Graph databases,,Git,,,Java; Node.js; Microservice; REST API; Git; Unit testing; Reactive design; Async design patterns; SQL; NoSQL; Graph databases,11
7795,Backend Developer - Java (only Poland),backend developer java poland product company looking java developer remote work hiring specialists poland company raised million latest round funding result total amount funding become million provid,Java,,,,,Java,1
7796,"Backend developer (Java, Postgres; Disaster Management)",backend developer java postgres disaster management kontur looking java backend developer work home team us company develops geospatial analytics platform uses innovative mapping technologies provide ,Java; Postgres,,,Geospatial analytics,,Java; Postgres; Geospatial analytics,3
7797,Backend Developer (Java+Python),backend developer java python project description one world 's largest providers products services energy industry need develop support integrate software system oil gas domain member cross functional,Java; Python,Scrum methodology,,,,Java; Python; Scrum methodology,3
7798,BackEnd developer (Java/Python),backend developer java python proud finest talents drives clients success since establishment unitask maintained high level professionalism quality solutions excellent service considered world leader ,Java; Python; Oracle,,,,,Java; Python; Oracle,3
7799,Backend Developer - Java/Scala,backend developer java scala : wix server engineering team lead developers shape architecture backend microservices set tone standard developer culture fusing facets engineering product management dev,Java; Scala; Microservices; DevOps; Analytics,Technical management; Leadership,,,,Java; Scala; Microservices; DevOps; Analytics; Technical management; Leadership,7
7800,Back-End Developer (JavaScript+AWS),back end developer javascript aws thrilled look expand team awesome people time looking javascript developer person interested learning lot new technologies like scala aws lambda etc glad join family ,javascript; aws; scala; aws lambda,,,,,javascript; aws; scala; aws lambda,4
7801,Back-end developer (Javascript + Node.js),back end developer javascript node js firoza : gulf medical tourists seeking medical treatment germany uk experience clunky frustrating slow firoza mission empower uae medical tourists get medical tre,javascript; node js,,,,,javascript; node js,2
7802,"Back-end Developer (JavaScript, Node.JS) / SRE",back end developer javascript node js sre duties designing improving internal monitoring tools testing production environments working closely dev qa devops teams also providing rostered call support ,javascript; node js,,,sre; devops,,javascript; node js; sre; devops,4
7803,Back-end developer (Java/Spring),back end developer java spring job description experience java specifically spring boot microservices experience spa applications rest api experience sql experience oauth experience consent management,java; spring; spring boot; microservices; sql; oauth; aws,,atlassian; bamboo; stash; gitlab,,,java; spring; spring boot; microservices; sql; oauth; aws; atlassian; bamboo; stash; gitlab,11
7804,"Backend Developer (Java, SpringBoot)",backend developer java springboot software development automotive environment topics e commerce fleet management distributed teams exemplary tasks : development maintenance cms development car configu,java; springboot; docker; rest; kubernetes; aws,,,,,java; springboot; docker; rest; kubernetes; aws,6
7805,Back End Developer (Java + Spring Boot + WebFlux) for a new BI/BA platform,back end developer java spring boot webflux new bi ba platform looking java spring boot webflux rocker participate development new bi ba platform platform provides historic real time predictive metric,java; spring boot; webflux,,,,,java; spring boot; webflux,3
7806,Back End Developer (Java + Spring Cloud + WebFlux),back end developer java spring cloud webflux platform designed aim helping align services business providing metrics indicators real time well historical view prediction innovative dashboards reports ,java; spring cloud; webflux,,,,,java; spring cloud; webflux,3
7807,"Backend Developer (JS, Typescript, Node.js)",backend developer js typescript node js core skills : professional experience field cloud solutions commercial web services good knowledge software development javascript typescript node js good knowl,javascript; typescript; node js; aws; rest api,,,,,javascript; typescript; node js; aws; rest api,5
7808,Back-end Developer Junior,back end developer junior requirements : main skills : php laravel mysql ideally : twilio solid principles mongodb aws basic devops skills frontend experience blade styled components react js employme,php; laravel; mysql; twilio; mongodb; aws; react js,,,devops,,php; laravel; mysql; twilio; mongodb; aws; devops; react js,8
7809,Back End Developer - Junior/Mid,back end developer junior mid elastic io gmbh established integration platform service ipaas provider looking recruit following position work developing modern platform development team young ukrainia,php; laravel; mysql; mongodb; aws; react js,,slack,devops,,php; laravel; mysql; mongodb; aws; devops; react js; slack,8
7810,Backend Developer Junior/Middle (Zapier Administrator),backend developer junior middle zapier administrator company successfully operating international market since clients companies western europe usa ukraine need junior middle backend developer underst,,,Zapier; Integromat; Automate.io,,,Zapier; Integromat; Automate.io,3
7811,Backend Developer (juniour to middle) (Startup / EdTech / Node.js),backend developer juniour middle startup edtech node js looking back end developer work web platform working directly founders evaluating changing testing hypotheses opportunity affect technical busin,Node.js; React; AWS; EKS; Express.js; Apollo; Nest.js,,,,,Node.js; React; AWS; EKS; Express.js; Apollo; Nest.js,7
7812,Backend Developer(Kotlin),backend developer kotlin project client global platform connecting businesses demand freelancers simplest way possible helping anyone anywhere succeed client mission revolutionize world works together,Kotlin,,,,,Kotlin,1
7813,Backend Developer (Kotlin) - Startup,backend developer kotlin startup looking backend developer work web application interacting team founders directly requirements : interest working startup environment involved constant evolution chang,Kotlin; Spring Boot; gRPC,,,,,Kotlin; Spring Boot; gRPC,3
7814,Back-end developer (Laravel),back end developer laravel next gen ecommerce platform us client expanding team developing new features keeping existing one work know tasks better welcome share ideas : eyes : :backhand_index_pointin,Laravel; PHP; MySQL; OOP; REST API,,,,,Laravel; PHP; MySQL; OOP; REST API,5
7815,Backend developer (Laravel),backend developer laravel qualifications : years web server development experience php skills good knowledge laravel experience unit testing front end experience vue solid understanding oop hands expe,Laravel; PHP; MySQL; Vue,Agile; Scrum,Git; Jira,,,Laravel; PHP; MySQL; Vue; Git; Jira; Agile; Scrum,8
7816,Back-end Developer (Laravel ),back end developer laravel : purple_square : important : : check_mark : work experience production years : check_mark : back end front end focus back end : check_mark : php years : check_mark : html c,Laravel; Lumen; PHP; HTML; CSS; JS; Vue; Swagger; Microservices,,,,,Laravel; Lumen; PHP; HTML; CSS; JS; Vue; Swagger; Microservices,9
7817,Backend Developer (Laravel),backend developer laravel necessary skills : experience laravel experience mysql experience git strong understanding php back end development experience least years plus : experience php frameworks ex,Laravel; MySQL; PHP; PHP frameworks; CMS,,Git,,,Laravel; MySQL; Git; PHP; PHP frameworks; CMS,6
7818,Backend Developer Laravel,backend developer laravel tasks : adding new functionality projects refactoring optimization existing news sites coverage code unit tests pages cache improvement taking account presence dynamic blocks,Laravel; PHP; JavaScript,,,,,Laravel; PHP; JavaScript,3
7819,Back-End Developer (Laravel),back end developer laravel proactive team player ready face challenging tasks develop product scratch tasks : responsibilities : develop maintain update api platform processes stores analyzes user dat,Laravel,,,,,Laravel,1
7820,Back-End Developer (Laravel),back end developer laravel : develop maintain update api platform processes stores analyzes user data develop platform improvements new features architect factor existing systems opportunity work prod,Laravel; PHP; Relational databases,,,,,Laravel; PHP; Relational databases,3
7821,Back-end developer(Laravel developer),back end developer laravel developer : eyes : :backhand_index_pointing_down : php developer laravel required experience : php least years html css javascript least year experience mysql least year str,PHP; Laravel; HTML; CSS; JavaScript; MySQL,,Git; Composer; NPM,,,PHP; Laravel; HTML; CSS; JavaScript; MySQL; Git; Composer; NPM,9
7822,Back End Developer (Laravel) for a Startup,back end developer laravel startup abyss online platform developers communicate network trade code snippets worldwide startup looking back end developer least years experience laravel job description ,Laravel,,,,,Laravel,1
7823,Back-end Developer Laravel + Python,back end developer laravel python australian software development company makes software small medium businesses staff locations around world full time hours week schedule flexible competitive salary ,Python; Laravel,,,,,Python; Laravel,2
7824,Backend Developer (LeanSquad),backend developer leansquad project : leansquad one couple software development vendors specifically responsible building integrations external services example monday com spruce co create lambdas han,Node.js; SQL; AWS Lambdas; EventBridge,,,,,Node.js; SQL; AWS Lambdas; EventBridge,4
7825,Backend Developer/Magento,backend developer magento job roles responsibilities : perform technical analysis business requirements architect propose magento solutions meet client requirements create test plans ensure deployment,Magento; SQL,,,,,Magento; SQL,2
7826,Backend Developer (Malta),backend developer malta description technology preference golang someone strong programming skills backend languages passionate golang would work golang role hands technical role team grows opportunit,Golang,,,,,Golang,1
7827,Back-End Developer (m/f/d),back end developer f seeking highly driven personable competent individual develop new features back end writing api interfaces existing data features authorization users third party services via api ,Python; Django; Django Rest Framework; Vue.js,,,,,Python; Django; Django Rest Framework; Vue.js,4
7828,Back-end Developer (Middle),back end developer middle looking back end developer good nix nginx skills stack : postgresql graphql git node js docker aws php openvpn ikev iproute firewall required skills : proven experience succe,Nginx; PostgreSQL; GraphQL; Node.js; AWS; OpenVPN; IPRoute; Firewall; Linux,,Git; Docker,,,Nginx; PostgreSQL; GraphQL; Git; Node.js; Docker; AWS; OpenVPN; IPRoute; Firewall; Linux,11
7829,Back-end Developer (Middle),back end developer middle looking person shares vision good software made good developers driven comprehend customer needs mature attitude vision good project starts thorough preparation professional ,PHP,,,,,PHP,1
7830,Backend Developer (Middle),backend developer middle technology : python django postgresql git redis blockchain evm bonus skills : analytical thinking independent problem solving team oriented organized responsibilities : learn ,Python; Django; Postgresql; Redis; Blockchain; EVM,Analytical thinking; Problem solving; Team management; Leadership,Git,,,Python; Django; Postgresql; Git; Redis; Blockchain; EVM; Analytical thinking; Problem solving; Team management; Leadership,11
7831,Back-end developer (middle) Golang,back end developer middle golang produce high quality software work mainly backend components written go work qa make sure solution tested ee tests perf tests identify uphold engineering best practice,Golang; KS; Python; Bash; AWS; Postgresql; MySQL; Mongo,,Docker; Jenkins; Github Actions; Terraform,,,Golang; Docker; KS; Jenkins; Github Actions; Terraform; Python; Bash; AWS; Postgresql; MySQL; Mongo,12
7832,Backend Developer (m/w/d) Java / Spring / DevOps,backend developer w java spring devops start date : soon possible duration : year capacity : h week location : remote language : english customer : sap fsm switzerland skills : strong java experience ,Java; Spring; Devops; Kotlin; Scala; Hibernate; JPA; Restful API; Kafka; Kubernetes,,,,,Java; Spring; Devops; Kotlin; Scala; Hibernate; JPA; Restful API; Kafka; Kubernetes,10
7833,Backend Developer (needs Junior / Middle / Senior),backend developer needs junior middle senior chimney group global full service agency specializing communications productions entertainment offices stockholm ny berlin singapore london warsaw los ange,MERN stack; Mongo DB; Express; React; Node JS,,,,,MERN stack; Mongo DB; Express; React; Node JS,5
7834,Backend Developer (nest.js),backend developer nest js fuel financial technology company provides cloud based financial department startups smbs contrary erp systems fuel fast agile affordable less years scaled clients big small ,Nest JS,,,Financial technology,,Nest JS; Financial technology,2
7835,Backend Developer (NestJS),backend developer nestjs working nestjs years experience sql nosql : postgresql mysql mongodb experience various orm like sequelize type orm prisma orm experience crud flow experience ubuntu fundament,NestJS; SQL; NoSQL; Postgresql; MySQL; MongoDB; Sequelize; Type ORM; Prisma ORM; Ubuntu; AWS Amplify; Cognito; Lambdas; Google Cloud Platform,,Docker; Git,,,NestJS; SQL; NoSQL; Postgresql; MySQL; MongoDB; Sequelize; Type ORM; Prisma ORM; Ubuntu; AWS Amplify; Cognito; Lambdas; Google Cloud Platform; Docker; Git,16
7836,"Backend Developer (NestJS, NodeJs, MongoDB)",backend developer nestjs nodejs mongodb looking backend developer part team deals broad spectrum tasks innovative solutions location : eu requirements : years development experience node js knowledge ,NestJS; NodeJS; MongoDB,,,,,NestJS; NodeJS; MongoDB,3
7837,Backend developer .NET,backend developer net technical requirements : net core azure sql logic stored procedures working rest apis azure development cloud function logicapps servicebus azure active directory ad bc refactori,NET Core; Azure SQL; Logic; Stored procedures; REST APIs; Azure Development; Cloud Function; LogicApps; ServiceBus; Azure Active Directory,,,,,NET Core; Azure SQL; Logic; Stored procedures; REST APIs; Azure Development; Cloud Function; LogicApps; ServiceBus; Azure Active Directory,10
7838,Back-end Developer .net,back end developer net requirements years experience developing c experience work sql db entity framework preferable experience developing c multithreading experience work rest api experience working ,C; SQL DB; Entity Framework; Multithreading; REST API,,,Agile environment,,C; SQL DB; Entity Framework; Multithreading; REST API; Agile environment,6
7839,Backend Developer (.Net),backend developer net key responsibilities : design implement solutions using net core c mongodb google cloud platform drive code quality keeping high development standards writing unit tests function,NET Core; C; MongoDB; Google Cloud Platform,,,,,NET Core; C; MongoDB; Google Cloud Platform,4
7840,Backend Developer (.Net),backend developer net want improve lives billion shift workers across globe workforce management platform enables employee managers employees work together easily greater transparency open communicati,digitising; automating,,,workforce management,,workforce management; digitising; automating,3
7841,Back - end Developer (.NET),back end developer net octal growing rapidly expanding line business offerings seeking driven experienced developer whose primary responsibility developing maintaining internal applications used clien,,,,data driven decision making,,data driven decision making,1
7842,Back-end Developer (.NET),back end developer net looking result oriented back end software developer net join partner awesome team work international development team help bring project owner ideas reality company establishes ,websites; desktop; mobile; integration; middle layers; back end system,,,e-commerce; sales platforms,,e-commerce; sales platforms; websites; desktop; mobile; integration; middle layers; back end system,8
7843,Backend Developer (.NET),backend developer net project project help young talented people canton bern switzerlad step discovered new developing application role design software architecture new applications develop scrum scru,.net core; .net; c#; mvc; ajax; ms sql; jquery; javascript,scrum; scrumban; lean,visual studio,,,.net core; .net; c#; mvc; visual studio; ajax; ms sql; jquery; javascript; scrum; scrumban; lean,12
7844,Back-End Developer (.Net),back end developer net back end developer net kharkiv ukraine remote : project leading global online broker specialising forex cfds commodities spot metals since ironfx operating multiple reputable li,,,,forex; cfds; commodities; spot metals,,forex; cfds; commodities; spot metals,4
7845,Back-End Developer (.Net),back end developer net client product company get incredible opportunity work unique swedish innovation want staff enjoy develop contribute organization development part global team created cloud base,cloud based platform; microsoft platform; cloud techniques; continuous integration; continuous delivery,code reviews,,,,cloud based platform; microsoft platform; cloud techniques; code reviews; continuous integration; continuous delivery,6
7846,Back-End Developer (.Net),back end developer net requirements : years experience net c programming languages years net core microservices deployments years technical experience knowledge windows linux services experience micro,.net; c#; .net core; microservices; windows; linux; microsoft sql server; mongo db; sql; redis; mem cache; couchbase; kafka; kubernetes,,,,,.net; c#; .net core; microservices; windows; linux; microsoft sql server; mongo db; sql; redis; mem cache; couchbase; kafka; kubernetes,14
7847,Back-End Developer (.Net),back end developer net degree computer science another relevant field would plus years experience net c programming languages years net core microservices deployments knowledge windows linux services ,.net; c#; .net core; microservices; windows; linux; microsoft sql server; mongo db; sql; redis; mem cache; couchbase; kafka; kubernetes,,,computer science,,computer science; .net; c#; .net core; microservices; windows; linux; microsoft sql server; mongo db; sql; redis; mem cache; couchbase; kafka; kubernetes,15
7848,Back End Developer (.NET),back end developer net field complete team passionate young fun loving professionals looking change uneffective way servicing industry works us markets working around software solution encompasses eve,software solution,,,,,software solution,1
7849,Back End Developer (.NET),back end developer net strong expertise : webapi dd solid dapper rabbitmq similar redis similar xunit similar git jira clean code stored procedures writing experience code review participation additio,webapi; dd; dapper; rabbitmq; redis; xunit; stored procedures; kubernetes; signalr; sql; dbs; swagger; eks; python; go,clean code; code review,git; jira; docker; teamcity; octopus deploy; google cloud; aws; notion,,,webapi; dd; dapper; rabbitmq; redis; xunit; git; jira; clean code; stored procedures; code review; docker; teamcity; octopus deploy; kubernetes; signalr; google cloud; aws; sql; dbs; swagger; eks; notion; python; go,25
7850,Back End Developer (.NET),back end developer net looking years experience back end development using net deep knowledge net core asp net core experience sql server mysql postgresql others knowledge microservices architecture d,.NET; ASP .NET Core; SQL Server; MySQL; PostgreSQL; Microservices architecture,,Docker,,,.NET; ASP .NET Core; SQL Server; MySQL; PostgreSQL; Microservices architecture; Docker,7
7851,Back End Developer (.NET),back end developer net working hours pacific time pst look desire work collaboratively strong technical teams build complex client solutions demonstrable experience expertise several following areas :,Microservice architecture; Cloud native; REST APIs; API gateways; Relational databases; NoSQL stores; Loosely coupled messaging,,,,,Microservice architecture; Cloud native; REST APIs; API gateways; Relational databases; NoSQL stores; Loosely coupled messaging,7
7852,Back-End Developer .NET,back end developer net responsibilities back end development meet customer business needs implement components according modern software development environment cloud based platforms microservice arch,Cloud based platforms; Microservice architecture,,,,,Cloud based platforms; Microservice architecture,2
7853,"Back-end Developer (.NET, Azure)",back end developer net azure diya currently looking back end developer net azure responsible designing building maintaining apis various software systems diya successful ukrainian company providing fu,Azure; APIs,,,,,Azure; APIs,2
